algorithm,params,cluster_count,noise_ratio,min_cluster_size,sample_count,valid,silhouette_score,davies_bouldin_index,calinski_harabasz_score,objective_score
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 10, ""min_samples"": 20}",2,0.6049107142857143,148,2240,True,0.5661846323937226,0.6274584301545097,1068.1690906496867,0.3810877780453943
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 20, ""min_samples"": null}",2,0.6049107142857143,148,2240,True,0.5661846323937226,0.6274584301545097,1068.1690906496867,0.3810877780453943
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 20, ""min_samples"": 5}",4,0.5151785714285715,33,2240,True,0.1093914680518364,1.964500089073839,571.2354837470057,0.03235341684255577
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 20, ""min_samples"": 10}",3,0.6258928571428571,24,2240,True,0.5041743116900028,1.2547599967542988,619.2102068994526,0.2883087361604335
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 20, ""min_samples"": 20}",2,0.6049107142857143,148,2240,True,0.5661846323937226,0.6274584301545097,1068.1690906496867,0.3810877780453943
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 35, ""min_samples"": null}",2,0.6133928571428571,134,2240,True,0.5747039798334486,0.6028156564746388,1033.4419389381144,0.386519308574695
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 35, ""min_samples"": 5}",3,0.5299107142857142,59,2240,True,0.43553011354648463,1.486514174821057,827.1930992056656,0.2594311848946777
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 35, ""min_samples"": 10}",2,0.6366071428571429,125,2240,True,0.5833225823114597,0.6009097142863769,995.7209356759039,0.38612631334191977
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 35, ""min_samples"": 20}",2,0.6049107142857143,148,2240,True,0.5661846323937226,0.6274584301545097,1068.1690906496867,0.3810877780453943
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 50, ""min_samples"": null}",2,0.5982142857142857,149,2240,True,0.5657456087756372,0.6213061710316209,1083.6700403727998,0.38321443689329815
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 50, ""min_samples"": 5}",3,0.5299107142857142,59,2240,True,0.43553011354648463,1.486514174821057,827.1930992056656,0.2594311848946777
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 50, ""min_samples"": 10}",2,0.6366071428571429,125,2240,True,0.5833225823114597,0.6009097142863769,995.7209356759039,0.38612631334191977
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 50, ""min_samples"": 20}",2,0.6049107142857143,148,2240,True,0.5661846323937226,0.6274584301545097,1068.1690906496867,0.3810877780453943
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 75, ""min_samples"": null}",2,0.6571428571428571,80,2240,True,0.5872455198607821,0.5562384118200958,706.4757590608704,0.38513239768435703
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 75, ""min_samples"": 5}",2,0.55625,209,2240,True,0.537011057582989,0.692739554672164,1224.4196970927394,0.3699284680159499
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 75, ""min_samples"": 10}",2,0.6366071428571429,125,2240,True,0.5833225823114597,0.6009097142863769,995.7209356759039,0.38612631334191977
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 75, ""min_samples"": 20}",2,0.6049107142857143,148,2240,True,0.5661846323937226,0.6274584301545097,1068.1690906496867,0.3810877780453943
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 100, ""min_samples"": null}",0,1.0,0,2240,False,,,,
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 100, ""min_samples"": 5}",2,0.55625,209,2240,True,0.537011057582989,0.692739554672164,1224.4196970927394,0.3699284680159499
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 100, ""min_samples"": 10}",2,0.6366071428571429,125,2240,True,0.5833225823114597,0.6009097142863769,995.7209356759039,0.38612631334191977
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 100, ""min_samples"": 20}",2,0.6049107142857143,148,2240,True,0.5661846323937226,0.6274584301545097,1068.1690906496867,0.3810877780453943
